date,instrument_type,value_rub_mm,value_usd_mm,num_trades,year,month,quarter
2016-06-17,options,16091.654341,244.324545351,15933.0,2016,6,2
2016-06-20,options,16321.673154,249.415083084,16950.0,2016,6,2
2016-06-21,options,11373.938111,177.299743433,13543.0,2016,6,2
2016-06-22,options,13614.379102,212.146904633,14903.0,2016,6,2
2016-06-23,options,21540.894747,338.075634564,21868.0,2016,6,2
2016-06-24,options,27486.754372,427.33584528899996,35424.0,2016,6,2
2016-06-27,options,14936.030457,227.931127231,20677.0,2016,6,2
2016-06-28,options,14258.298093,219.160176533,18474.0,2016,6,2
2016-06-29,options,16310.600647,251.66990405700002,19872.0,2016,6,2
2016-06-30,options,13574.42146,211.250382601,16009.0,2016,6,2
2016-07-01,options,18464.38279,287.71700711299997,18252.0,2016,7,3
2016-07-04,options,16368.783546,255.69632119800002,15068.0,2016,7,3
2016-07-05,options,12192.954551,191.45904728600001,13411.0,2016,7,3
2016-07-06,options,12808.034292,199.292245113,15369.0,2016,7,3
2016-07-07,options,16376.46527,253.386413669,19823.0,2016,7,3
2016-07-08,options,21529.060915,336.128976034,23959.0,2016,7,3
2016-07-11,options,13171.998349,205.015476538,16740.0,2016,7,3
2016-07-12,options,19454.958051,303.025401714,18876.0,2016,7,3
2016-07-13,options,15822.966635,247.60952374599998,18762.0,2016,7,3
2016-07-14,options,22934.846013,359.181402516,25829.0,2016,7,3
2016-07-15,options,19436.246209,305.71046913,20552.0,2016,7,3
2016-07-18,options,21874.096214,346.275132128,22722.0,2016,7,3
2016-07-19,options,19792.383234,313.59039527600004,20962.0,2016,7,3
2016-07-20,options,33635.814812,533.994211887,33573.0,2016,7,3
2016-07-21,options,26295.479937,414.635522192,25181.0,2016,7,3
2016-07-22,options,14691.39187,230.499124845,15241.0,2016,7,3
2016-07-25,options,16265.412586,251.68138063,17127.0,2016,7,3
2016-07-26,options,16928.143688,260.760334327,21974.0,2016,7,3
2016-07-27,options,10391.150293,158.062425358,12834.0,2016,7,3
2016-07-28,options,13727.7958,208.16501508000002,16763.0,2016,7,3
2016-07-29,options,20180.295911,305.241760802,22200.0,2016,7,3
2016-08-01,options,14388.833935,214.59472664199998,19416.0,2016,8,3
2016-08-02,options,20529.695522,311.266805276,23595.0,2016,8,3
2016-08-03,options,15606.684196,233.347949152,21373.0,2016,8,3
2016-08-04,options,15561.469368,233.158571334,18645.0,2016,8,3
2016-08-05,options,19962.742918,300.670434843,22584.0,2016,8,3
2016-08-08,options,19181.001859,292.559669736,19915.0,2016,8,3
2016-08-09,options,17105.685768,262.84130381299997,16416.0,2016,8,3
2016-08-10,options,17858.051033,275.651866379,18115.0,2016,8,3
2016-08-11,options,17263.371154,266.353736232,18420.0,2016,8,3
2016-08-12,options,22565.205818,347.425866755,22647.0,2016,8,3
2016-08-15,options,24908.992732,387.167959849,24774.0,2016,8,3
2016-08-16,options,27645.028452,430.556950454,29501.0,2016,8,3
2016-08-17,options,22605.811949,353.484238797,25251.0,2016,8,3
2016-08-18,options,46180.427591,721.633451589,37222.0,2016,8,3
2016-08-19,options,16467.470106,259.131502391,16876.0,2016,8,3
2016-08-22,options,18345.535364,286.922014292,14791.0,2016,8,3
2016-08-23,options,15644.320469,243.651401683,13847.0,2016,8,3
2016-08-24,options,9809.575641,151.456198408,12315.0,2016,8,3
2016-08-25,options,10175.110958,156.98939979,12019.0,2016,8,3
